000000001	000026000	000025926	و
000000002	000016000	000016490	به
000000003	000013000	000012951	ز
000000003	000013000	000013191	که
000000004	000012000	000011774	از
000000005	000008449	000008449	بر
000000006	000007650	000007650	را
000000007	000006744	000006744	چو
000000008	000004731	000004731	با
000000009	000004695	000004695	همی
000000010	000004308	000004308	شد
000000011	000004305	000004305	گفت
000000012	000004082	000004082	تو
000000013	000004080	000004080	بود
000000014	000003990	000003990	شاه
000000015	000003691	000003691	آن
000000016	000003626	000003626	او
000000017	000003613	000003613	یکی
000000018	000003517	000003517	همه
000000019	000003192	000003192	در
000000020	000002905	000002905	اندر
000000021	000002903	000002903	من
000000022	000002724	000002724	تا
000000023	000002695	000002695	سر
000000024	000002641	000002641	دل
000000025	000002636	000002636	هر
000000026	000002617	000002617	کرد
000000027	000002524	000002524	پیش
000000028	000002505	000002505	چنین
000000029	000002450	000002450	آمد
000000030	000002374	000002374	این
000000031	000002222	000002222	جهان
000000032	000002171	000002171	بد
000000033	000002054	000002054	پر
000000034	000002003	000002003	بدو
000000035	000001991	000001991	چون
000000036	000001968	000001968	دو
000000037	000001852	000001852	پس
000000038	000001824	000001824	سپاه
000000039	000001823	000001823	نه
000000040	000001694	000001694	چه
000000041	000001691	000001691	داد
000000042	000001662	000001662	راه
000000043	000001657	000001657	هم
000000044	000001579	000001579	روی
000000044	000001579	000001579	کار
000000045	000001568	000001568	سوی
000000046	000001556	000001556	ای
000000047	000001496	000001496	لشکر
000000048	000001491	000001491	بی
000000049	000001471	000001471	گرد
000000050	000001434	000001434	سخن
000000051	000001396	000001396	تخت
000000052	000001391	000001391	جنگ
000000053	000001389	000001389	جای
000000054	000001383	000001383	ما
000000055	000001380	000001380	زمین
000000056	000001359	000001359	مرد
000000057	000001354	000001354	دست
000000058	000001314	000001314	یک
000000059	000001278	000001278	مرا
000000060	000001271	000001271	گر
000000061	000001241	000001241	گشت
000000062	000001221	000001221	روز
000000063	000001217	000001217	همان
000000064	000001182	000001182	کس
000000065	000001177	000001177	ایران
000000066	000001174	000001174	تن
000000067	000001162	000001162	باد
000000068	000001122	000001122	بیامد
000000069	000001108	000001108	کسی
000000070	000001079	000001079	بدان
000000070	000001079	000001079	بدین
000000071	000001070	000001070	خویش
000000072	000001039	000001039	خون
000000073	000001021	000001021	رای
000000074	000001009	000001009	شهریار
000000075	000001004	000001004	نام
000000076	000000998	000000998	اگر
000000077	000000990	000000990	آب
000000078	000000981	000000981	گنج
000000079	000000957	000000957	تاج
000000079	000000957	000000957	کوه
000000080	000000953	000000953	ازان
000000081	000000947	000000947	زین
000000082	000000941	000000941	نیست
000000083	000000931	000000931	کین
000000084	000000930	000000930	دگر
000000085	000000917	000000917	رنج
000000086	000000908	000000908	اوی
000000087	000000900	000000900	چنان
000000088	000000895	000000895	آفرین
000000089	000000871	000000871	کنون
000000090	000000862	000000862	نزدیک
000000091	000000848	000000848	نیز
000000092	000000846	000000846	دید
000000093	000000843	000000843	بران
000000094	000000840	000000840	خرد
000000094	000000840	000000840	گیتی
000000095	000000829	000000829	شب
000000096	000000827	000000827	روان
000000096	000000827	000000827	شیر
000000097	000000813	000000813	یزدان
000000098	000000801	000000801	میان
000000099	000000795	000000795	برو
000000100	000000788	000000788	شود
