000000001	000028000	000028063	و
000000002	000018000	000018255	به
000000003	000014000	000013919	ز
000000003	000014000	000014187	که
000000004	000013000	000012764	از
000000005	000009101	000009101	بر
000000006	000008324	000008324	را
000000007	000007325	000007325	چو
000000008	000005082	000005082	با
000000009	000005064	000005064	همی
000000010	000004689	000004689	شد
000000011	000004591	000004591	گفت
000000012	000004400	000004400	تو
000000013	000004369	000004369	بود
000000014	000004286	000004286	شاه
000000015	000004048	000004048	آن
000000016	000003959	000003959	او
000000017	000003954	000003954	یکی
000000018	000003813	000003813	همه
000000019	000003490	000003490	در
000000020	000003150	000003150	اندر
000000021	000003084	000003084	من
000000022	000002950	000002950	تا
000000023	000002901	000002901	هر
000000024	000002893	000002893	سر
000000025	000002852	000002852	دل
000000026	000002836	000002836	کرد
000000027	000002717	000002717	پیش
000000028	000002673	000002673	چنین
000000029	000002610	000002610	آمد
000000030	000002582	000002582	این
000000031	000002442	000002442	جهان
000000032	000002343	000002343	بد
000000033	000002181	000002181	پر
000000034	000002166	000002166	چون
000000035	000002148	000002148	بدو
000000036	000002144	000002144	دو
000000037	000001983	000001983	نه
000000038	000001981	000001981	پس
000000039	000001934	000001934	سپاه
000000040	000001876	000001876	داد
000000041	000001829	000001829	چه
000000042	000001801	000001801	راه
000000043	000001791	000001791	هم
000000044	000001708	000001708	کار
000000045	000001688	000001688	سوی
000000046	000001667	000001667	روی
000000047	000001664	000001664	ای
000000048	000001626	000001626	بی
000000049	000001585	000001585	لشکر
000000050	000001570	000001570	گرد
000000051	000001527	000001527	سخن
000000052	000001515	000001515	جای
000000053	000001512	000001512	تخت
000000054	000001494	000001494	ما
000000055	000001482	000001482	دست
000000056	000001472	000001472	جنگ
000000057	000001467	000001467	زمین
000000058	000001443	000001443	مرد
000000059	000001435	000001435	یک
000000060	000001394	000001394	گر
000000061	000001373	000001373	گشت
000000062	000001363	000001363	مرا
000000063	000001337	000001337	همان
000000064	000001328	000001328	روز
000000065	000001301	000001301	کس
000000066	000001267	000001267	ایران
000000067	000001264	000001264	تن
000000068	000001261	000001261	باد
000000069	000001219	000001219	کسی
000000070	000001187	000001187	بیامد
000000071	000001170	000001170	بدان
000000072	000001169	000001169	خویش
000000073	000001152	000001152	بدین
000000074	000001126	000001126	خون
000000075	000001096	000001096	نام
000000076	000001095	000001095	رای
000000077	000001091	000001091	اگر
000000078	000001080	000001080	شهریار
000000079	000001077	000001077	گنج
000000080	000001072	000001072	آب
000000081	000001041	000001041	دگر
000000082	000001039	000001039	تاج
000000083	000001022	000001022	اوی
000000084	000001021	000001021	زین
000000085	000001019	000001019	نیست
000000086	000001012	000001012	ازان
000000087	000001005	000001005	کوه
000000088	000000990	000000990	کین
000000089	000000989	000000989	رنج
000000090	000000977	000000977	چنان
000000091	000000968	000000968	آفرین
000000092	000000954	000000954	نیز
000000093	000000943	000000943	کنون
000000094	000000925	000000925	نزدیک
000000095	000000921	000000921	بران
000000096	000000913	000000913	دید
000000097	000000909	000000909	گیتی
000000098	000000905	000000905	شب
000000099	000000894	000000894	روان
000000100	000000890	000000890	خرد
000000101	000000889	000000889	شیر
000000102	000000880	000000880	یزدان
000000103	000000875	000000875	برو
000000104	000000859	000000859	باز
000000104	000000859	000000859	جان
000000105	000000858	000000858	بسی
000000106	000000850	000000850	شود
000000107	000000849	000000849	میان
000000108	000000835	000000835	آید
000000109	000000828	000000828	اندرون
000000110	000000825	000000825	سپه
000000111	000000823	000000823	نامه
000000112	000000819	000000819	ماه
000000113	000000817	000000817	جز
000000114	000000800	000000800	خاک
000000114	000000800	000000800	پاسخ
000000115	000000798	000000798	زان
000000116	000000791	000000791	دشت
000000117	000000786	000000786	ترا
000000118	000000780	000000780	رستم
000000119	000000761	000000761	شاد
000000120	000000758	000000758	درد
000000121	000000757	000000757	زمان
000000122	000000755	000000755	کجا
000000123	000000736	000000736	برین
000000124	000000734	000000734	پای
000000125	000000732	000000732	بهر
000000126	000000727	000000727	باشد
000000127	000000723	000000723	تیغ
000000127	000000723	000000723	وز
000000128	000000711	000000711	پهلوان
000000129	000000710	000000710	کند
000000130	000000709	000000709	پاک
000000131	000000708	000000708	یاد
000000132	000000707	000000707	تیره
000000133	000000704	000000704	باید
000000133	000000704	000000704	بهرام
000000134	000000703	000000703	کز
000000135	000000694	000000694	شهر
000000136	000000691	000000691	پیل
000000137	000000685	000000685	آورد
000000137	000000685	000000685	پدر
000000138	000000677	000000677	گاه
000000139	000000675	000000675	کای
000000140	000000660	000000660	گونه
000000141	000000657	000000657	گفتار
000000142	000000656	000000656	برآمد
000000143	000000652	000000652	بفرمود
000000144	000000648	000000648	رزم
000000145	000000638	000000638	مهر
000000146	000000636	000000636	راست
000000147	000000633	000000633	ازین
000000148	000000631	000000631	مگر
000000149	000000622	000000622	بخت
000000150	000000613	000000613	روزگار
000000151	000000612	000000612	رفت
000000152	000000609	000000609	گفتی
000000153	000000604	000000604	خود
000000154	000000603	000000603	زر
000000155	000000593	000000593	گردان
000000156	000000591	000000591	پشت
000000157	000000589	000000589	آتش
000000158	000000588	000000588	انجمن
000000158	000000588	000000588	می
000000159	000000582	000000582	نیک
000000160	000000579	000000579	چین
000000161	000000576	000000576	خسرو
000000162	000000574	000000574	بشنید
000000163	000000573	000000573	کن
000000164	000000572	000000572	جهاندار
000000165	000000565	000000565	خورشید
000000166	000000558	000000558	ازو
000000167	000000556	000000556	فرمان
000000168	000000541	000000541	دیده
000000169	000000540	000000540	ورا
000000170	000000539	000000539	بدی
000000170	000000539	000000539	بلند
000000171	000000537	000000537	نبرد
000000172	000000535	000000535	نزد
000000173	000000530	000000530	دارد
000000174	000000529	000000529	سوار
000000174	000000529	000000529	گرفت
000000175	000000520	000000520	روشن
000000176	000000517	000000517	نامور
000000177	000000516	000000516	نهان
000000177	000000516	000000516	هزار
000000178	000000513	000000513	بند
000000179	000000511	000000511	سپهبد
000000180	000000509	000000509	رسید
000000181	000000502	000000502	وزان
000000182	000000498	000000498	زن
000000182	000000498	000000498	گردد
000000183	000000497	000000497	زیر
000000184	000000496	000000496	بزرگان
000000185	000000495	000000495	مر
000000186	000000494	000000494	نگه
000000187	000000490	000000490	زو
000000188	000000487	000000487	بوم
000000189	000000486	000000486	چشم
000000190	000000485	000000485	کرده
000000191	000000484	000000484	تیر
000000192	000000482	000000482	کینه
000000193	000000481	000000481	دیگر
000000194	000000479	000000479	کلاه
000000195	000000476	000000476	سه
000000196	000000474	000000474	چرخ
000000197	000000473	000000473	اسپ
000000198	000000470	000000470	بار
000000199	000000469	000000469	ده
000000200	000000467	000000467	ب
000000201	000000466	000000466	نشست
000000202	000000463	000000463	تنگ
000000203	000000458	000000458	برفتند
000000204	000000457	000000457	بس
000000204	000000457	000000457	مردم
000000205	000000455	000000455	دانش
000000206	000000454	000000454	وگر
000000207	000000453	000000453	دار
000000208	000000452	000000452	چنگ
000000209	000000448	000000448	فرستاده
000000209	000000448	000000448	کام
000000210	000000447	000000447	کردار
000000211	000000443	000000443	چند
000000212	000000441	000000441	برد
000000212	000000441	000000441	خواب
000000212	000000441	000000441	زرین
000000213	000000440	000000440	سرش
000000213	000000440	000000440	پی
000000213	000000440	000000440	چیز
000000214	000000438	000000438	گیو
000000215	000000437	000000437	تیز
000000216	000000436	000000436	سو
000000217	000000433	000000433	نیزه
000000218	000000431	000000431	کنم
000000219	000000430	000000430	باره
000000220	000000427	000000427	نباید
000000221	000000426	000000426	سواران
000000221	000000426	000000426	نامداران
000000222	000000425	000000425	گوهر
000000223	000000424	000000424	د
000000223	000000424	000000424	شدند
000000223	000000424	000000424	فراز
000000224	000000423	000000423	دور
000000225	000000419	000000419	کشته
000000226	000000417	000000417	فرستاد
000000227	000000416	000000416	فر
000000228	000000409	000000409	ره
000000228	000000409	000000409	نو
000000229	000000404	000000404	افراسیاب
000000229	000000404	000000404	اندیشه
000000230	000000403	000000403	کو
000000231	000000399	000000399	جوی
000000231	000000399	000000399	هوا
000000232	000000397	000000397	گرز
000000233	000000394	000000394	ایوان
000000233	000000394	000000394	رنگ
000000233	000000394	000000394	صد
000000233	000000394	000000394	یکسر
000000234	000000388	000000388	کارزار
000000235	000000387	000000387	آواز
000000235	000000387	000000387	سپهدار
000000236	000000383	000000383	گران
000000237	000000382	000000382	بدید
000000237	000000382	000000382	خردمند
000000237	000000382	000000382	سپهر
000000238	000000379	000000379	فراوان
000000239	000000377	000000377	گه
000000240	000000376	000000376	بگفت
000000240	000000376	000000376	گوی
000000241	000000373	000000373	راز
000000241	000000373	000000373	فرزند
000000242	000000372	000000372	ابر
000000242	000000372	000000372	پیران
000000243	000000371	000000371	کمر
000000244	000000370	000000370	نامدار
000000245	000000368	000000368	دشمن
000000245	000000368	000000368	سیاوش
000000246	000000367	000000367	توران
000000247	000000366	000000366	بیش
000000247	000000366	000000366	جوان
000000247	000000366	000000366	سرای
000000247	000000366	000000366	کشید
000000248	000000364	000000364	جفت
000000248	000000364	000000364	درفش
000000248	000000364	000000364	چاره
000000249	000000362	000000362	مرز
000000250	000000360	000000360	خیره
000000251	000000357	000000357	خواست
000000251	000000357	000000357	غم
000000251	000000357	000000357	پیر
000000252	000000356	000000356	است
000000252	000000356	000000356	بسته
000000252	000000356	000000356	بیدار
000000253	000000355	000000355	ایرانیان
000000253	000000355	000000355	رخ
000000254	000000354	000000354	ایدر
000000255	000000352	000000352	دریا
000000255	000000352	000000352	پسر
000000256	000000351	000000351	جنگی
000000256	000000351	000000351	نماند
000000257	000000350	000000350	ابا
000000258	000000349	000000349	دلیر
000000259	000000346	000000346	دین
000000260	000000344	000000344	ماند
000000261	000000340	000000340	ام
000000261	000000340	000000340	شاهی
000000262	000000337	000000337	ترکان
000000262	000000337	000000337	هست
000000263	000000336	000000336	زد
000000263	000000336	000000336	سیاه
000000264	000000335	000000335	دلش
000000264	000000335	000000335	روم
000000264	000000335	000000335	سنگ
000000265	000000333	000000333	زبان
000000265	000000333	000000333	سالار
000000266	000000332	000000332	ایشان
000000267	000000331	000000331	آنک
000000268	000000330	000000330	بنده
000000268	000000330	000000330	گودرز
000000269	000000329	000000329	شما
000000269	000000329	000000329	کوس
000000270	000000325	000000325	بشد
000000271	000000324	000000324	جام
000000271	000000324	000000324	کمان
000000272	000000323	000000323	آیین
000000272	000000323	000000323	مردی
000000273	000000321	000000321	قیصر
000000273	000000321	000000321	هرچ
000000274	000000320	000000320	فرخ
000000274	000000320	000000320	پدید
000000275	000000319	000000319	خروش
000000276	000000318	000000318	سان
000000277	000000317	000000317	بپرسید
000000277	000000317	000000317	شمشیر
000000278	000000316	000000316	خاقان
000000278	000000316	000000316	هرگز
000000279	000000315	000000315	خوار
000000279	000000315	000000315	طوس
000000280	000000314	000000314	فرود
000000281	000000313	000000313	بباید
000000282	000000311	000000311	آرام
000000282	000000311	000000311	نباشد
000000282	000000311	000000311	نهادند
000000283	000000309	000000309	شده
000000283	000000309	000000309	نخست
000000284	000000307	000000307	اکنون
000000284	000000307	000000307	خواند
000000284	000000307	000000307	سپاهی
000000285	000000306	000000306	آمدند
000000286	000000305	000000305	هیچ
000000287	000000304	000000304	بیاورد
000000287	000000304	000000304	لب
000000287	000000304	000000304	مشک
000000288	000000303	000000303	ساز
000000289	000000302	000000302	دم
000000290	000000301	000000301	زرد
000000290	000000301	000000301	کم
000000291	000000300	000000300	دیو
000000291	000000300	000000300	چرا
000000292	000000298	000000298	کشور
000000293	000000297	000000297	دراز
000000293	000000297	000000297	نهاد
000000294	000000296	000000296	مرگ
000000294	000000296	000000296	پیروز
000000295	000000293	000000293	بزد
000000295	000000293	000000293	داشت
000000296	000000292	000000292	خانه
000000297	000000291	000000291	بماند
000000297	000000291	000000291	زنده
000000297	000000291	000000291	نهفت
000000298	000000290	000000290	دینار
000000299	000000289	000000289	خورد
000000300	000000284	000000284	بخواند
000000300	000000284	000000284	سال
000000301	000000282	000000282	مکن
000000301	000000282	000000282	نژاد
000000302	000000281	000000281	جامه
000000302	000000281	000000281	سراسر
000000302	000000281	000000281	چهر
000000303	000000279	000000279	رود
000000304	000000278	000000278	جست
000000304	000000278	000000278	موبد
000000305	000000277	000000277	درم
000000305	000000277	000000277	دمان
000000306	000000276	000000276	برون
000000306	000000276	000000276	بیژن
000000307	000000275	000000275	پیمان
000000307	000000275	000000275	گوش
000000308	000000274	000000274	نشان
000000308	000000274	000000274	گزند
000000308	000000274	000000274	گل
000000309	000000272	000000272	بسیار
000000309	000000272	000000272	ها
000000309	000000272	000000272	یار
000000310	000000270	000000270	خواسته
000000311	000000269	000000269	خداوند
000000312	000000268	000000268	خواه
000000312	000000268	000000268	سران
000000313	000000267	000000267	خشم
000000314	000000265	000000265	برش
000000314	000000265	000000265	چندی
000000315	000000264	000000264	پرده
000000316	000000263	000000263	گشته
000000317	000000262	000000262	کهن
000000318	000000261	000000261	باش
000000319	000000259	000000259	درنگ
000000319	000000259	000000259	کزین
000000320	000000258	000000258	نبد
000000321	000000257	000000257	بیم
000000321	000000257	000000257	دلیران
000000321	000000257	000000257	هنر
000000321	000000257	000000257	کی
000000322	000000256	000000256	پیاده
000000322	000000256	000000256	کاین
000000323	000000255	000000255	رزمگاه
000000323	000000255	000000255	شادی
000000324	000000254	000000254	بالا
000000324	000000254	000000254	خسته
000000324	000000254	000000254	ر
000000325	000000253	000000253	اختر
000000325	000000253	000000253	تر
000000326	000000252	000000252	اسفندیار
000000326	000000252	000000252	زود
000000326	000000252	000000252	سرو
000000326	000000252	000000252	گزین
000000327	000000251	000000251	سام
000000327	000000251	000000251	مهان
000000328	000000250	000000250	مهتر
000000329	000000249	000000249	بزرگی
000000329	000000249	000000249	شگفت
000000330	000000247	000000247	نیکی
000000331	000000246	000000246	ار
000000332	000000245	000000245	سخت
000000332	000000245	000000245	سرافراز
000000333	000000243	000000243	شنید
000000333	000000243	000000243	گردش
000000334	000000242	000000242	براند
000000334	000000242	000000242	دیدار
000000334	000000242	000000242	پرستنده
000000334	000000242	000000242	گهر
000000335	000000241	000000241	مایه
000000336	000000239	000000239	ندید
000000337	000000238	000000238	آنچ
000000337	000000238	000000238	شه
000000337	000000238	000000238	مه
000000337	000000238	000000238	پور
000000338	000000237	000000237	کش
000000339	000000236	000000236	نبود
000000340	000000234	000000234	زمانه
000000341	000000233	000000233	مغز
000000342	000000232	000000232	داستان
000000342	000000232	000000232	زال
000000343	000000231	000000231	بیاراست
000000343	000000231	000000231	کنی
000000344	000000230	000000230	اژدها
000000344	000000230	000000230	درخت
000000344	000000230	000000230	درست
000000344	000000230	000000230	دژ
000000344	000000230	000000230	فزون
000000344	000000230	000000230	گرفتند
000000345	000000229	000000229	بزرگ
000000345	000000229	000000229	پند
000000346	000000228	000000228	بن
000000346	000000228	000000228	وی
000000347	000000227	000000227	دانا
000000347	000000227	000000227	دژم
000000347	000000227	000000227	زور
000000348	000000226	000000226	آباد
000000348	000000226	000000226	بدست
000000348	000000226	000000226	بنهاد
000000348	000000226	000000226	بیرون
000000348	000000226	000000226	شوم
000000348	000000226	000000226	چندین
000000348	000000226	000000226	کمند
000000349	000000225	000000225	درگاه
000000349	000000225	000000225	کردگار
000000350	000000224	000000224	خوب
000000350	000000224	000000224	گروه
000000351	000000223	000000223	نیاید
000000352	000000222	000000222	آگهی
000000352	000000222	000000222	خواهد
000000352	000000222	000000222	پیکار
000000353	000000221	000000221	سواری
000000354	000000220	000000220	کاخ
000000355	000000219	000000219	آسمان
000000355	000000219	000000219	خویشتن
000000355	000000219	000000219	گمان
000000356	000000218	000000218	رهنمای
000000356	000000218	000000218	کان
000000357	000000216	000000216	آمدش
000000357	000000216	000000216	هفته
000000357	000000216	000000216	چیزی
000000358	000000215	000000215	برآورد
000000358	000000215	000000215	تنش
000000359	000000214	000000214	ندارد
000000359	000000214	000000214	کاووس
000000360	000000213	000000213	بیشه
000000361	000000212	000000212	بوی
000000361	000000212	000000212	بگشاد
000000361	000000212	000000212	خواهی
000000361	000000212	000000212	رخش
000000362	000000211	000000211	موبدان
000000363	000000210	000000210	ستاره
000000363	000000210	000000210	شاهان
000000364	000000208	000000208	داری
000000364	000000208	000000208	گویی
000000365	000000207	000000207	راند
000000365	000000207	000000207	رومی
000000365	000000207	000000207	مهتران
000000366	000000206	000000206	برادر
000000366	000000206	000000206	تست
000000366	000000206	000000206	زخم
000000366	000000206	000000206	هوش
000000367	000000205	000000205	آرد
000000367	000000205	000000205	کنیم
000000368	000000204	000000204	همانا
000000369	000000203	000000203	برفت
000000369	000000203	000000203	دریای
000000369	000000203	000000203	منست
000000369	000000203	000000203	پلنگ
000000369	000000203	000000203	گور
000000370	000000202	000000202	جایگه
000000370	000000202	000000202	سخنها
000000370	000000202	000000202	کنید
000000371	000000201	000000201	باغ
000000371	000000201	000000201	شمار
000000372	000000200	000000200	سپرد
000000373	000000199	000000199	بزم
000000373	000000199	000000199	راستی
000000373	000000199	000000199	ننگ
000000373	000000199	000000199	همیشه
000000373	000000199	000000199	هنگام
000000373	000000199	000000199	گشتاسپ
000000374	000000198	000000198	خنجر
000000374	000000198	000000198	دهد
000000375	000000197	000000197	سکندر
000000375	000000197	000000197	مردان
000000375	000000197	000000197	پیلان
000000375	000000197	000000197	گذشت
000000375	000000197	000000197	گردن
000000376	000000196	000000196	تهمتن
000000376	000000196	000000196	گو
000000377	000000195	000000195	رو
000000377	000000195	000000195	نیاز
000000378	000000194	000000194	هامون
000000379	000000193	000000193	پراگنده
000000380	000000192	000000192	زره
000000380	000000192	000000192	ناپدید
000000381	000000191	000000191	نگاه
000000382	000000190	000000190	بودی
000000382	000000190	000000190	پادشاهی
000000383	000000189	000000189	اسب
000000383	000000189	000000189	بجنگ
000000383	000000189	000000189	چندان
000000384	000000188	000000188	بانگ
000000385	000000187	000000187	بالای
000000385	000000187	000000187	عنان
000000385	000000187	000000187	گرانمایه
000000386	000000186	000000186	کیست
000000387	000000185	000000185	زهر
000000388	000000184	000000184	زار
000000388	000000184	000000184	سی
000000388	000000184	000000184	چیست
000000388	000000184	000000184	کشتی
000000388	000000184	000000184	کیان
000000389	000000183	000000183	شتاب
000000389	000000183	000000183	پیوند
000000389	000000183	000000183	گذر
000000390	000000182	000000182	اندازه
000000390	000000182	000000182	جوشن
000000390	000000182	000000182	خواندند
000000390	000000182	000000182	گناه
000000391	000000181	000000181	ایچ
000000391	000000181	000000181	بودند
000000391	000000181	000000181	شهنشاه
000000392	000000180	000000180	جایی
000000392	000000180	000000180	لشکری
000000393	000000179	000000179	شاخ
000000394	000000178	000000178	افسر
000000394	000000178	000000178	برکشید
000000394	000000178	000000178	شرم
000000394	000000178	000000178	فریدون
000000395	000000175	000000175	تخم
000000395	000000175	000000175	تیمار
000000395	000000175	000000175	شدی
000000395	000000175	000000175	نیامد
000000395	000000175	000000175	کردند
000000395	000000175	000000175	کزو
000000396	000000174	000000174	آنکس
000000396	000000174	000000174	اردشیر
000000396	000000174	000000174	پادشا
000000396	000000174	000000174	یلان
000000396	000000174	000000174	یکایک
000000397	000000173	000000173	بجای
000000397	000000173	000000173	جهانجوی
000000397	000000173	000000173	دستان
000000397	000000173	000000173	رفتن
000000397	000000173	000000173	پذیره
000000397	000000173	000000173	کردن
000000397	000000173	000000173	کردی
000000398	000000172	000000172	بکردار
000000398	000000172	000000172	ترگ
000000398	000000172	000000172	سیم
000000398	000000172	000000172	موی
000000399	000000171	000000171	آفتاب
000000399	000000171	000000171	بگذرد
000000399	000000171	000000171	یال
000000400	000000170	000000170	آراسته
000000400	000000170	000000170	باشی
000000400	000000170	000000170	بنشست
000000400	000000170	000000170	دادگر
000000400	000000170	000000170	سزد
000000401	000000169	000000169	باژ
000000401	000000169	000000169	سبک
000000401	000000169	000000169	سیه
000000401	000000169	000000169	مست
000000402	000000168	000000168	بهره
000000403	000000167	000000167	شوی
000000403	000000167	000000167	فرو
000000403	000000167	000000167	گوید
000000404	000000166	000000166	اند
000000404	000000166	000000166	شدن
000000405	000000165	000000165	اوست
000000405	000000165	000000165	بروی
000000406	000000164	000000164	بداد
000000406	000000164	000000164	بگوی
000000406	000000164	000000164	خور
000000406	000000164	000000164	پیدا
000000407	000000163	000000163	روزی
000000407	000000163	000000163	زمانی
000000407	000000163	000000163	عاج
000000407	000000163	000000163	نشاید
000000407	000000163	000000163	گهی
000000408	000000162	000000162	آهن
000000408	000000162	000000162	تهی
000000409	000000161	000000161	ببست
000000409	000000161	000000161	بسان
000000409	000000161	000000161	سنان
