000000001	000028000	000028467	و
000000002	000019000	000018553	به
000000003	000014000	000014105	ز
000000003	000014000	000014362	که
000000004	000013000	000012940	از
000000005	000009223	000009223	بر
000000006	000008425	000008425	را
000000007	000007428	000007428	چو
000000008	000005154	000005154	با
000000009	000005150	000005150	همی
000000010	000004762	000004762	شد
000000011	000004625	000004625	گفت
000000012	000004450	000004450	تو
000000013	000004439	000004439	بود
000000014	000004336	000004336	شاه
000000015	000004120	000004120	آن
000000016	000004029	000004029	او
000000017	000003990	000003990	یکی
000000018	000003881	000003881	همه
000000019	000003546	000003546	در
000000020	000003189	000003189	اندر
000000021	000003113	000003113	من
000000022	000002987	000002987	تا
000000023	000002950	000002950	هر
000000024	000002929	000002929	سر
000000025	000002895	000002895	دل
000000026	000002891	000002891	کرد
000000027	000002752	000002752	پیش
000000028	000002701	000002701	چنین
000000029	000002638	000002638	آمد
000000030	000002613	000002613	این
000000031	000002479	000002479	جهان
000000032	000002374	000002374	بد
000000033	000002219	000002219	پر
000000034	000002193	000002193	چون
000000035	000002166	000002166	دو
000000036	000002163	000002163	بدو
000000037	000002013	000002013	نه
000000038	000002009	000002009	پس
000000039	000001954	000001954	سپاه
000000040	000001907	000001907	داد
000000041	000001851	000001851	چه
000000042	000001832	000001832	راه
000000043	000001819	000001819	هم
000000044	000001730	000001730	کار
000000045	000001715	000001715	سوی
000000046	000001686	000001686	روی
000000047	000001680	000001680	ای
000000048	000001661	000001661	بی
000000049	000001614	000001614	لشکر
000000050	000001594	000001594	گرد
000000051	000001561	000001561	سخن
000000052	000001531	000001531	جای
000000053	000001530	000001530	تخت
000000054	000001509	000001509	ما
000000055	000001492	000001492	جنگ
000000056	000001490	000001490	دست
000000057	000001484	000001484	زمین
000000058	000001470	000001470	مرد
000000059	000001452	000001452	یک
000000060	000001416	000001416	گر
000000061	000001394	000001394	گشت
000000062	000001378	000001378	مرا
000000063	000001353	000001353	همان
000000064	000001350	000001350	روز
000000065	000001320	000001320	کس
000000066	000001280	000001280	باد
000000067	000001279	000001279	تن
000000068	000001277	000001277	ایران
000000069	000001238	000001238	کسی
000000070	000001207	000001207	بیامد
000000071	000001192	000001192	خویش
000000072	000001187	000001187	بدان
000000073	000001167	000001167	بدین
000000074	000001138	000001138	خون
000000075	000001113	000001113	اگر
000000076	000001107	000001107	نام
000000077	000001099	000001099	رای
000000078	000001091	000001091	شهریار
000000078	000001091	000001091	گنج
