000000001	000025000	000025051	و
000000002	000016000	000015814	به
000000003	000013000	000012534	ز
000000003	000013000	000012748	که
000000004	000011000	000011371	از
000000005	000008204	000008204	بر
000000006	000007425	000007425	را
000000007	000006530	000006530	چو
000000008	000004567	000004567	با
000000009	000004508	000004508	همی
000000010	000004159	000004159	شد
000000011	000004157	000004157	گفت
000000012	000003950	000003950	بود
000000013	000003933	000003933	تو
000000014	000003868	000003868	شاه
000000015	000003545	000003545	آن
000000016	000003503	000003503	یکی
000000017	000003475	000003475	او
000000018	000003408	000003408	همه
000000019	000003071	000003071	در
000000020	000002802	000002802	اندر
000000021	000002769	000002769	من
000000022	000002655	000002655	تا
000000023	000002573	000002573	دل
000000023	000002573	000002573	سر
000000024	000002562	000002562	هر
000000025	000002510	000002510	کرد
000000026	000002443	000002443	پیش
000000027	000002392	000002392	چنین
000000028	000002369	000002369	آمد
000000029	000002272	000002272	این
000000030	000002133	000002133	جهان
000000031	000002099	000002099	بد
000000032	000001965	000001965	پر
000000033	000001937	000001937	چون
000000034	000001917	000001917	بدو
000000035	000001913	000001913	دو
000000036	000001786	000001786	پس
000000037	000001775	000001775	سپاه
000000038	000001747	000001747	نه
000000039	000001640	000001640	داد
000000040	000001599	000001599	راه
000000041	000001582	000001582	چه
000000042	000001581	000001581	هم
000000043	000001523	000001523	کار
000000044	000001519	000001519	روی
000000045	000001504	000001504	سوی
000000046	000001502	000001502	ای
000000047	000001446	000001446	لشکر
000000048	000001429	000001429	گرد
000000049	000001417	000001417	بی
000000050	000001367	000001367	جنگ
000000051	000001364	000001364	سخن
000000052	000001359	000001359	ما
000000053	000001338	000001338	تخت
000000054	000001331	000001331	جای
000000055	000001309	000001309	زمین
000000056	000001308	000001308	دست
000000057	000001298	000001298	مرد
000000058	000001264	000001264	یک
000000059	000001239	000001239	گر
000000060	000001227	000001227	مرا
000000061	000001210	000001210	گشت
000000062	000001191	000001191	همان
000000063	000001176	000001176	روز
000000064	000001150	000001150	ایران
000000065	000001134	000001134	کس
000000066	000001127	000001127	تن
000000067	000001112	000001112	باد
000000068	000001083	000001083	کسی
000000069	000001075	000001075	بیامد
000000070	000001056	000001056	بدان
000000071	000001036	000001036	بدین
000000072	000001031	000001031	خویش
000000073	000001022	000001022	خون
000000074	000000987	000000987	نام
000000075	000000970	000000970	رای
000000076	000000966	000000966	اگر
000000077	000000963	000000963	شهریار
000000078	000000954	000000954	گنج
000000079	000000953	000000953	آب
000000080	000000937	000000937	کوه
000000081	000000916	000000916	زین
000000082	000000911	000000911	تاج
000000083	000000907	000000907	ازان
000000084	000000904	000000904	دگر
000000085	000000902	000000902	نیست
000000086	000000900	000000900	کین
000000087	000000887	000000887	رنج
000000088	000000872	000000872	اوی
000000089	000000866	000000866	چنان
000000090	000000850	000000850	آفرین
000000091	000000832	000000832	کنون
000000092	000000829	000000829	نزدیک
000000093	000000827	000000827	نیز
000000094	000000824	000000824	دید
000000095	000000823	000000823	بران
000000096	000000814	000000814	شیر
000000097	000000803	000000803	شب
000000098	000000801	000000801	گیتی
000000099	000000795	000000795	خرد
000000100	000000793	000000793	روان
000000101	000000789	000000789	یزدان
000000102	000000776	000000776	میان
000000103	000000772	000000772	برو
000000104	000000763	000000763	شود
000000105	000000760	000000760	جان
000000106	000000742	000000742	بسی
000000107	000000741	000000741	اندرون
000000108	000000731	000000731	سپه
000000109	000000729	000000729	نامه
000000110	000000727	000000727	پاسخ
000000111	000000724	000000724	آید
000000112	000000721	000000721	جز
000000112	000000721	000000721	زان
000000112	000000721	000000721	ماه
000000113	000000718	000000718	باز
000000114	000000703	000000703	دشت
000000115	000000699	000000699	خاک
000000116	000000696	000000696	ترا
000000116	000000696	000000696	رستم
000000117	000000678	000000678	کجا
000000118	000000675	000000675	زمان
000000119	000000674	000000674	درد
000000120	000000667	000000667	شاد
000000121	000000663	000000663	تیغ
000000122	000000661	000000661	پای
000000123	000000659	000000659	بهر
000000124	000000658	000000658	پهلوان
000000125	000000652	000000652	وز
000000126	000000649	000000649	باشد
000000127	000000644	000000644	برین
000000128	000000638	000000638	کند
000000129	000000637	000000637	باید
000000130	000000634	000000634	پیل
000000131	000000630	000000630	کز
000000132	000000624	000000624	یاد
000000133	000000623	000000623	پدر
000000134	000000617	000000617	بهرام
000000135	000000615	000000615	تیره
000000136	000000610	000000610	کای
000000137	000000608	000000608	آورد
000000137	000000608	000000608	گاه
000000138	000000601	000000601	پاک
000000139	000000597	000000597	گفتار
000000140	000000596	000000596	برآمد
000000141	000000593	000000593	بفرمود
000000142	000000591	000000591	شهر
000000143	000000585	000000585	رزم
000000144	000000574	000000574	گونه
000000145	000000573	000000573	مهر
000000146	000000572	000000572	راست
000000147	000000560	000000560	رفت
000000148	000000559	000000559	مگر
000000149	000000558	000000558	بخت
000000150	000000557	000000557	گفتی
000000151	000000551	000000551	ازین
000000152	000000544	000000544	گردان
000000153	000000540	000000540	انجمن
000000154	000000539	000000539	روزگار
000000155	000000530	000000530	پشت
000000156	000000528	000000528	چین
000000157	000000527	000000527	خسرو
000000158	000000526	000000526	خود
000000159	000000524	000000524	زر
000000160	000000512	000000512	نیک
000000161	000000511	000000511	جهاندار
000000162	000000510	000000510	بشنید
000000163	000000508	000000508	خورشید
000000164	000000501	000000501	دیده
000000165	000000499	000000499	کن
000000166	000000498	000000498	می
000000167	000000496	000000496	آتش
000000168	000000495	000000495	نبرد
000000169	000000492	000000492	گرفت
000000170	000000489	000000489	بدی
000000171	000000482	000000482	سوار
000000172	000000479	000000479	بلند
000000173	000000478	000000478	بند
000000173	000000478	000000478	فرمان
000000174	000000476	000000476	نزد
000000175	000000473	000000473	دارد
000000176	000000471	000000471	ازو
000000177	000000469	000000469	ورا
000000178	000000466	000000466	رسید
000000179	000000464	000000464	هزار
000000180	000000459	000000459	سپهبد
000000181	000000458	000000458	روشن
000000181	000000458	000000458	کینه
000000182	000000456	000000456	نامور
000000182	000000456	000000456	نهان
000000183	000000453	000000453	نگه
000000184	000000448	000000448	وزان
000000185	000000447	000000447	بزرگان
000000186	000000446	000000446	زیر
000000187	000000441	000000441	زن
000000187	000000441	000000441	زو
000000188	000000437	000000437	گردد
000000189	000000436	000000436	تیر
000000190	000000435	000000435	کلاه
000000191	000000431	000000431	بوم
000000191	000000431	000000431	مر
000000191	000000431	000000431	چرخ
000000192	000000429	000000429	دیگر
000000192	000000429	000000429	کرده
000000193	000000427	000000427	چشم
000000194	000000424	000000424	گیو
000000195	000000423	000000423	اسپ
000000196	000000417	000000417	سه
000000197	000000415	000000415	بار
000000197	000000415	000000415	فرستاده
000000198	000000413	000000413	دار
000000198	000000413	000000413	وگر
000000199	000000412	000000412	نشست
000000200	000000410	000000410	برفتند
000000200	000000410	000000410	تنگ
000000200	000000410	000000410	ده
000000201	000000407	000000407	چنگ
000000201	000000407	000000407	کردار
000000202	000000404	000000404	دانش
000000203	000000401	000000401	بس
000000203	000000401	000000401	نیزه
000000204	000000400	000000400	خواب
000000205	000000399	000000399	ب
